,Title,URL,Thumbnail,Thumbnail URL,Pred-1,Prob-1,Pred-2,Prob-2,Pred-3,Prob-3,Pred-4,Prob-4,AccGuess-1,AccPerct-1,AccGuess-2,AccPerct-2,AccGuess-3,AccPerct-3,AccGuess-4,AccPerct-4,AccGuess-5,AccPerct-5,toxicity,severe_toxicity,obscene,threat,insult,identity_attack,profanity,words
58,Jetha ने Daya के ऊपर किया एक Prank | तारक मेहता का उल्टा चश्मा | Viewer's Choice,https://www.youtube.com/watch?v=h5H8NLKRxMM,h5H8NLKRxMM,http://img.youtube.com/vi/h5H8NLKRxMM/hqdefault.jpg,neck_brace,19.763049483299255,television,19.4375678896904,web_site,15.379153192043304,vestment,9.033065289258957,person,99.75541234016418,person,99.03650283813477,,,,,,,0.00081,0.00011,0.00019,0.00013,0.00018,0.00014,0,None
59,KAUN TUJHE Full Video | M.S. DHONI -THE UNTOLD STORY |Amaal Mallik Palak|Sushant Singh Disha Patani,https://www.youtube.com/watch?v=hjQNrzudA7o,hjQNrzudA7o,http://img.youtube.com/vi/hjQNrzudA7o/hqdefault.jpg,book_jacket,26.629653573036194,comic_book,20.10253667831421,web_site,15.857270359992981,electric_guitar,5.762642994523048,person,98.60989451408386,person,91.83349013328552,,,,,,,0.00082,0.00011,0.00019,0.00011,0.00018,0.00015,0,None
60,Rowdy Hero (Maari) - Kajal Aggarwal Blockbuster Romantic Hindi Dubbed Movie | Dhanush,https://www.youtube.com/watch?v=uWnjils8fH8,uWnjils8fH8,http://img.youtube.com/vi/uWnjils8fH8/hqdefault.jpg,academic_gown,13.860271871089935,cloak,13.794496655464172,window_shade,9.690901637077332,vestment,5.910783633589745,person,99.98537302017212,,,,,,,,,0.00075,0.00012,0.00019,0.00012,0.00019,0.00015,0,None
61,"Kaathuvaakula Rendu Kaadhal - Dippam Dappam Video | Vijay Sethupathi, Anirudh",https://www.youtube.com/watch?v=tFX2UvkQj44,tFX2UvkQj44,http://img.youtube.com/vi/tFX2UvkQj44/hqdefault.jpg,wig,28.637248277664185,stage,13.066400587558746,comic_book,12.030068039894104,electric_guitar,6.997603178024292,person,98.5544741153717,person,98.12958836555481,,,,,,,0.0015,0.0001,0.00025,0.00011,0.00021,0.00015,0,None
62,"Father's Day Special: Papa Main Bada Ho Gaya Hoon Ft. Mayur More, Badri Chavan & Rajendra Chawla",https://www.youtube.com/watch?v=0NJxtEmrlKo,0NJxtEmrlKo,http://img.youtube.com/vi/0NJxtEmrlKo/hqdefault.jpg,wig,21.695783734321594,mask,11.302867531776428,comic_book,11.012234538793564,breastplate,4.874394088983536,person,97.68723249435425,person,97.30311036109924,person,95.87768912315369,,,,,0.00668,0.00013,0.0006,0.00013,0.00045,0.00036,1,ho
63,mene tujhe dekha - Ali Zafar | Jhoom (R&B mix) | Lyrical Ali Zafar | R&B mix | Lyrical Video,https://www.youtube.com/watch?v=fYk7d49mH1g,fYk7d49mH1g,http://img.youtube.com/vi/fYk7d49mH1g/hqdefault.jpg,monitor,20.61934322118759,web_site,10.4848213493824,seashore,9.647493809461594,television,8.047517389059067,,,,,,,,,,,0.00077,0.00011,0.0002,0.0001,0.00018,0.00014,0,None
64,राम पोथीनेनी ने कीर्ति सुरेश का मूड ठीक करने के लिए देखिये कौन सा तरीका अपनाया,https://www.youtube.com/watch?v=NvnqCpehOHQ,NvnqCpehOHQ,http://img.youtube.com/vi/NvnqCpehOHQ/hqdefault.jpg,neck_brace,77.64596939086914,gasmask,6.3695646822452545,ski_mask,3.4823305904865265,bow_tie,2.904561534523964,person,78.26433181762695,person,99.72702264785767,chair,73.43695759773254,,,,,0.00131,0.00011,0.00019,0.00015,0.00021,0.00015,0,None
65,Try Not To Scream - August | Amazon Prime Video,https://www.youtube.com/watch?v=a0VSkmgTMfs,a0VSkmgTMfs,http://img.youtube.com/vi/a0VSkmgTMfs/hqdefault.jpg,web_site,25.550028681755066,proboscis_monkey,6.9426387548446655,book_jacket,6.9007351994514465,perfume,5.582494288682938,dog,87.4208390712738,,,,,,,,,0.02315,0.00013,0.00064,0.00049,0.00074,0.00037,0,None
66,"Maiyya Mainu - Lyrical | Jersey | Shahid Kapoor, Mrunal Thakur| Sachet-Parampara| Shellee | Gowtam T",https://www.youtube.com/watch?v=y7MW7d8fb1Y,y7MW7d8fb1Y,http://img.youtube.com/vi/y7MW7d8fb1Y/hqdefault.jpg,web_site,29.57463562488556,comic_book,14.735646545886993,wig,9.770144522190094,book_jacket,4.272061213850975,person,99.2776095867157,,,,,,,,,0.001,0.0001,0.00019,0.0001,0.00018,0.00014,0,None
67,KGF Chapter 3 Official Trailer | Yash | Prasanth Neel | Kgf 3 Trailer,https://www.youtube.com/watch?v=PM2Evzzhs8I,PM2Evzzhs8I,http://img.youtube.com/vi/PM2Evzzhs8I/hqdefault.jpg,gorilla,73.48280549049377,gasmask,2.247552201151848,patas,2.005012147128582,guenon,1.9802851602435112,person,98.96228909492493,,,,,,,,,0.0009,0.0001,0.00019,0.0001,0.00018,0.00014,0,None
68,मुझे भी दोना ... मैं भी नाचा - नाना पाटेकर-डिम्पल कपाड़िया की डबल धमाल कॉमेडी,https://www.youtube.com/watch?v=-CIzxutVkrs,-CIzxutVkrs,http://img.youtube.com/vi/-CIzxutVkrs/hqdefault.jpg,television,24.78964626789093,suit,6.6070109605789185,lab_coat,6.071457266807556,Windsor_tie,5.401868373155594,person,99.4211494922638,person,98.50675463676453,,,,,,,0.00109,0.0001,0.00019,0.00013,0.00019,0.00015,0,None
69,Coke Studio | Season 14 | Pasoori | Ali Sethi x Shae Gill,https://www.youtube.com/watch?v=kAnYJHIXPvA,kAnYJHIXPvA,http://img.youtube.com/vi/kAnYJHIXPvA/hqdefault.jpg,stage,45.81685960292816,oxygen_mask,10.913096368312836,comic_book,3.8166992366313934,electric_guitar,3.4869611263275146,person,91.1306083202362,,,,,,,,,0.00103,0.0001,0.0002,0.0001,0.0002,0.00013,0,None
70,Love is Love | Stand-up comedy by Swati Sachdeva,https://www.youtube.com/watch?v=Cl618XVFKmc,Cl618XVFKmc,http://img.youtube.com/vi/Cl618XVFKmc/hqdefault.jpg,microphone,32.12549388408661,stage,8.608036488294601,mask,6.878434866666794,pick,2.7321359142661095,person,99.8841941356659,,,,,,,,,0.00214,9e-05,0.00023,0.0001,0.00022,0.00016,0,None
71,"Taarak Mehta Ka Ooltah Chashmah | तारक मेहता का उल्टा चश्मा | Episode 1327 | 28th September, 2021",https://www.youtube.com/watch?v=nai5bvLLLus,nai5bvLLLus,http://img.youtube.com/vi/nai5bvLLLus/hqdefault.jpg,television,14.4974946975708,scoreboard,9.376806765794754,web_site,7.009904831647873,slot,6.6432565450668335,person,99.59302544593811,,,,,,,,,0.00179,0.0001,0.00025,0.00012,0.00021,0.00016,0,None
72,80's70's90's_सदाबहार_पुराने_गाने_💔💖💘अलका_याग्निक_उदित_नारायण_लता_मंगेशकर_💓कुमार_सानू(360p).mp4,https://www.youtube.com/watch?v=l7hNyC3LG_M,l7hNyC3LG_M,http://img.youtube.com/vi/l7hNyC3LG_M/hqdefault.jpg,web_site,34.88211929798126,television,16.887962818145752,stage,10.472742468118668,comic_book,3.644571080803871,person,99.93910789489746,,,,,,,,,0.00128,0.0001,0.0002,0.00012,0.0002,0.00015,0,None
73,"CID | Daya & Purvi Solve ""The Necklace Mystery"" As Husband & Wife | Husband Files | 6 March 2022",https://www.youtube.com/watch?v=Fzv-EdPG5HE,Fzv-EdPG5HE,http://img.youtube.com/vi/Fzv-EdPG5HE/hqdefault.jpg,puck,16.090567409992218,analog_clock,10.8901746571064,digital_watch,8.37620124220848,magnetic_compass,6.424924731254578,person,99.08989667892456,person,99.24265146255493,,,,,,,0.0007,0.00011,0.00018,0.00011,0.00018,0.00014,0,None
74,"Full Song: KHAIRIYAT (BONUS TRACK) | CHHICHHORE | Sushant, Shraddha | Pritam, Amitabh B|Arijit Singh",https://www.youtube.com/watch?v=hoNb6HuNmU0,hoNb6HuNmU0,http://img.youtube.com/vi/hoNb6HuNmU0/hqdefault.jpg,comic_book,28.438806533813477,web_site,27.323472499847412,book_jacket,7.342463731765747,wig,5.124878510832787,person,99.48333501815796,person,93.06167960166931,,,,,,,0.00071,0.00011,0.00019,0.00011,0.00018,0.00014,0,None
75,कादर खान जॉनी लीवर असरानी शक्ति कपूर करिश्मा कपूर लक्ष्मीकांत कॉमेडी | Taqdeerwala & Anari movie,https://www.youtube.com/watch?v=2dx3SoepZwc,2dx3SoepZwc,http://img.youtube.com/vi/2dx3SoepZwc/hqdefault.jpg,potter's_wheel,73.50937128067017,neck_brace,8.752181380987167,caldron,6.901942193508148,gasmask,0.5411917343735695,person,99.43770170211792,person,99.34730529785156,bowl,89.74351286888123,,,,,0.00113,0.00011,0.00019,0.00015,0.0002,0.00015,0,None
76,Ma Ma Mahesha - Video Song | Sarkaru Vaari Paata | Mahesh Babu | Keerthy Suresh | Thaman S,https://www.youtube.com/watch?v=3kcadMVFolY,3kcadMVFolY,http://img.youtube.com/vi/3kcadMVFolY/hqdefault.jpg,stage,16.21188223361969,kimono,11.459097266197205,jigsaw_puzzle,6.44032284617424,theater_curtain,6.263197213411331,person,99.86726641654968,,,,,,,,,0.00201,0.0001,0.0003,0.00011,0.00022,0.00015,0,None
77,SPB in சிறந்த 50 தமிழ் பாடல்கள் | top 50 songs of SPB | 2 Hours Non Stop SPB Songs | Ilayaraja Hits,https://www.youtube.com/watch?v=Uvp57-AAe9Q,Uvp57-AAe9Q,http://img.youtube.com/vi/Uvp57-AAe9Q/hqdefault.jpg,web_site,28.67121398448944,comic_book,10.90865433216095,book_jacket,10.629434138536453,remote_control,6.191771477460861,person,82.33228325843811,person,94.36023235321045,,,,,,,0.00075,0.00011,0.00018,0.00012,0.00018,0.00013,0,None
78,लोटपोट कर देने वाली कॉमेडी सीन्स | Movie Khatta Meetha | Rajpal Yadav - Johny Lever - Akshay Kumar,https://www.youtube.com/watch?v=7qWiLzxkJVU,7qWiLzxkJVU,http://img.youtube.com/vi/7qWiLzxkJVU/hqdefault.jpg,neck_brace,14.034202694892883,web_site,12.439823150634766,Windsor_tie,10.10238528251648,lab_coat,6.9054096937179565,person,99.76932406425476,person,99.77895021438599,person,99.67983365058899,,,,,0.00094,0.0001,0.00018,0.00012,0.00019,0.00014,0,None
79,Phir Bhi Tumko Chaahungi - Female | Half Girlfriend | Shraddha Kapoor | Mithoon | Manoj Muntashir,https://www.youtube.com/watch?v=uOLl4RcCNls,uOLl4RcCNls,http://img.youtube.com/vi/uOLl4RcCNls/hqdefault.jpg,electric_guitar,43.12860071659088,stage,9.971516579389572,sax,8.114566653966904,acoustic_guitar,7.951206713914871,person,99.89774823188782,person,98.10460805892944,person,54.16794419288635,,,,,0.00882,0.00011,0.00074,0.00013,0.00052,0.00026,0,None
80,FilterCopy | When You Turn 30 | Ft. Aahana Kumra,https://www.youtube.com/watch?v=RZl6pLG4aaQ,RZl6pLG4aaQ,http://img.youtube.com/vi/RZl6pLG4aaQ/hqdefault.jpg,wig,29.725399613380432,theater_curtain,12.588447332382202,hair_spray,7.522096484899521,web_site,6.442715227603912,tv,98.86689782142639,person,90.71568250656128,person,87.25325465202332,,,,,0.01434,9e-05,0.00052,0.00013,0.00069,0.00023,0,None
81,"Jug Jug Jeeve (Full Video) | Shiddat | Diana P, Mohit R | Sachet T Parampara T| Sachin - Jigar",https://www.youtube.com/watch?v=Irw8llgSC3s,Irw8llgSC3s,http://img.youtube.com/vi/Irw8llgSC3s/hqdefault.jpg,web_site,47.014740109443665,microphone,6.131360307335854,loupe,4.3229661881923676,mask,4.3185364454984665,person,96.26933336257935,person,97.7931022644043,,,,,,,0.00151,0.0001,0.00026,9e-05,0.00021,0.00016,0,None
82,Weekly Reliv - Taarak Mehta Ka Ooltah Chashmah -25th Oct 2021 To 30th Oct 2021- Episodes 3285 - 3290,https://www.youtube.com/watch?v=Wao3-rRxUUk,Wao3-rRxUUk,http://img.youtube.com/vi/Wao3-rRxUUk/hqdefault.jpg,web_site,21.818824112415314,television,15.237617492675781,pick,5.200925096869469,kimono,2.983999252319336,person,99.77719187736511,cake,51.016825437545776,,,,,,,0.00192,9e-05,0.00023,0.00011,0.00022,0.00015,0,None
83,Coke Studio | Season 14 | Pasoori | Ali Sethi x Shae Gill,https://www.youtube.com/watch?v=GADlWyHaMmI,GADlWyHaMmI,http://img.youtube.com/vi/GADlWyHaMmI/hqdefault.jpg,stage,45.78840136528015,oxygen_mask,12.231527268886566,electric_guitar,4.022761806845665,comic_book,3.1261414289474487,person,93.44392418861389,,,,,,,,,0.00103,0.0001,0.0002,0.0001,0.0002,0.00013,0,None
84,Put Headphone And Get Lost In Your World | Indian LOFI Songs To Relax| Hindi Lofi To Chillout,https://www.youtube.com/watch?v=O7D-fgjCjs0,O7D-fgjCjs0,http://img.youtube.com/vi/O7D-fgjCjs0/hqdefault.jpg,killer_whale,19.254592061042786,snowmobile,14.036484062671661,ski_mask,5.140145495533943,fountain,4.378686100244522,umbrella,57.23243951797485,person,92.66430139541626,,,,,,,0.16031,0.00022,0.00204,0.00083,0.00488,0.00151,0,None
85,VIP 2 Latest Telugu Movie 4K | Dhanush | Back To Back Comedy Scenes | Kajol | Amala Paul | Anirudh,https://www.youtube.com/watch?v=WMqUBFphfC8,WMqUBFphfC8,http://img.youtube.com/vi/WMqUBFphfC8/hqdefault.jpg,comic_book,17.14044213294983,mask,7.505950331687927,plunger,4.0860433131456375,ski_mask,3.1341854482889175,person,99.7895359992981,bowl,52.23788619041443,,,,,,,0.0008,0.00011,0.00019,0.00012,0.00018,0.00013,0,None
86,The last Ride | 295 | Sidhu Moose Wala | MooseTape | #SidhuMooseWala #Legend,https://www.youtube.com/watch?v=DuCej3XAEIk,DuCej3XAEIk,http://img.youtube.com/vi/DuCej3XAEIk/hqdefault.jpg,neck_brace,92.57493019104004,ski_mask,6.125388666987419,mask,0.5817351397126913,bow_tie,0.2801623195409775,person,99.45057034492493,,,,,,,,,0.00117,0.0001,0.00019,0.0001,0.00019,0.00014,0,None
87,"Businessman (Pandaga Chesko) (HD) - Full Movie | Ram Pothineni, Rakul Preet Singh, Sonal Chauhan",https://www.youtube.com/watch?v=1a23TLgqdmw,1a23TLgqdmw,http://img.youtube.com/vi/1a23TLgqdmw/hqdefault.jpg,sunglass,25.546684861183167,mask,14.811989665031433,sunglasses,12.868928909301758,comic_book,12.617456912994385,person,95.9626317024231,person,74.180006980896,,,,,,,0.00075,0.00011,0.00019,0.00012,0.00019,0.00014,0,None
88,"Jaan Ban Gaye - Lyrical | Khuda Haafiz | Vidyut J | Shivaleeka O | Mithoon Ft. Vishal M, Asees Kaur",https://www.youtube.com/watch?v=_wHJNT0-OEQ,_wHJNT0-OEQ,http://img.youtube.com/vi/_wHJNT0-OEQ/hqdefault.jpg,neck_brace,31.585460901260376,web_site,25.14718472957611,hair_spray,8.036641031503677,television,4.098053649067879,person,83.47621560096741,person,99.59702491760254,,,,,,,0.00131,0.0001,0.00022,0.0001,0.0002,0.00016,0,None
89,"COUPLE ARGUMENTS, HOOKS & POCKETS | Vipul Goyal | Stand up Comedy",https://www.youtube.com/watch?v=M-wtVn7JiR0,M-wtVn7JiR0,http://img.youtube.com/vi/M-wtVn7JiR0/hqdefault.jpg,web_site,21.059608459472656,pick,5.103721097111702,television,4.730456322431564,theater_curtain,4.347077012062073,person,99.83226656913757,,,,,,,,,0.00088,0.0001,0.00017,0.00011,0.00019,0.00014,0,None
90,"Taarak Mehta Ka Ooltah Chashmah | तारक मेहता का उल्टा चश्मा | Episode 1062 | 15th October, 2021",https://www.youtube.com/watch?v=_Ey3kJXtPoo,_Ey3kJXtPoo,http://img.youtube.com/vi/_Ey3kJXtPoo/hqdefault.jpg,comic_book,13.064882159233093,barbershop,6.418398767709732,Band_Aid,5.544785410165787,beer_glass,4.1994452476501465,person,99.9849796295166,,,,,,,,,0.00179,0.0001,0.00024,0.00012,0.00021,0.00015,0,None
91,Full Video:Hum Nashe Mein Toh Nahin |Bhool Bhulaiyaa 2| Kartik Kiara | Pritam Amitabh B Arijit Tulsi,https://www.youtube.com/watch?v=CYmGrNSPCiQ,CYmGrNSPCiQ,http://img.youtube.com/vi/CYmGrNSPCiQ/hqdefault.jpg,web_site,87.88943290710449,book_jacket,6.147968769073486,comic_book,1.6593508422374725,gown,0.46617467887699604,person,66.03278517723083,person,94.36339735984802,tv,94.90641951560974,,,,,0.00149,0.0001,0.00024,0.0001,0.0002,0.00015,0,None
92,AKHAND BHOOTIYAPPA | Angry Prash,https://www.youtube.com/watch?v=Fe02uTSrt2E,Fe02uTSrt2E,http://img.youtube.com/vi/Fe02uTSrt2E/hqdefault.jpg,soccer_ball,27.962321043014526,solar_dish,13.069218397140503,toilet_tissue,12.571325898170471,bib,10.11253446340561,,,,,,,,,,,0.04035,0.00016,0.00204,0.00019,0.00134,0.00043,1,angry
93,Mudhal Nee Mudivum Nee - Title Track Video | Darbuka Siva | Sid Sriram | Thamarai,https://www.youtube.com/watch?v=ATElufr0OiE,ATElufr0OiE,http://img.youtube.com/vi/ATElufr0OiE/hqdefault.jpg,web_site,55.01656532287598,potter's_wheel,13.965888321399689,barbershop,4.9262262880802155,neck_brace,1.9498351961374283,person,88.25395703315735,person,58.774811029434204,,,,,,,0.00174,0.0001,0.00029,0.0001,0.00021,0.00015,0,None
94,Best Songs Of Kishore Kumar | Evergreen 90s Songs | Kishore Kumar Hit Songs | Old Songs | Best Songs,https://www.youtube.com/watch?v=ZtrXtlnC7B0,ZtrXtlnC7B0,http://img.youtube.com/vi/ZtrXtlnC7B0/hqdefault.jpg,web_site,47.4520742893219,suit,5.095619708299637,comic_book,4.970165714621544,Windsor_tie,4.648077487945557,person,99.85635280609131,tie,94.97278332710266,,,,,,,0.00074,0.00011,0.00018,0.00012,0.00018,0.00014,0,None
95,Allu Arjun (HD) New Released Full Hindi Dubbed Film | Telugu Hindi Dubbed |Main Hoon Lucky The Racer,https://www.youtube.com/watch?v=4h1ds7gj-KU,4h1ds7gj-KU,http://img.youtube.com/vi/4h1ds7gj-KU/hqdefault.jpg,microphone,19.536642730236053,television,9.82777327299118,comic_book,6.754110753536224,stage,6.431806832551956,person,99.4181215763092,person,99.65400695800781,,,,,,,0.00076,0.00011,0.00018,0.00012,0.00018,0.00014,0,None
96,"HIT - The First Case || GLIMPSE OF VIKRAM - Rajkummar Rao, Sanya M || Dr. Sailesh K || Bhushan Kumar",https://www.youtube.com/watch?v=NJGQ2sCGDKM,NJGQ2sCGDKM,http://img.youtube.com/vi/NJGQ2sCGDKM/hqdefault.jpg,gasmask,47.46518135070801,web_site,28.64159345626831,snorkel,3.0201030895113945,television,2.8006233274936676,person,99.65354204177856,,,,,,,,,0.00075,0.00011,0.00018,0.00011,0.00018,0.00013,0,None
97,Ma Ma Mahesha - Lyrical Video | Sarkaru Vaari Paata | Mahesh Babu | Keerthy Suresh | Thaman S,https://www.youtube.com/watch?v=-PTf2z3Zf6s,-PTf2z3Zf6s,http://img.youtube.com/vi/-PTf2z3Zf6s/hqdefault.jpg,comic_book,33.30536186695099,breastplate,19.29580420255661,book_jacket,5.1575057208538055,maillot,2.85012386739254,person,99.75984692573547,person,99.23330545425415,person,62.1656596660614,person,65.58642983436584,person,58.372604846954346,0.00185,0.0001,0.00027,0.00011,0.00021,0.00015,0,None
98,"Taarak Mehta Ka Ooltah Chashmah - Full Episode 616 - 26th March, 2020",https://www.youtube.com/watch?v=EtEc94qiixA,EtEc94qiixA,http://img.youtube.com/vi/EtEc94qiixA/hqdefault.jpg,comic_book,17.879807949066162,mask,17.77799427509308,web_site,14.439685642719269,jersey,6.326153874397278,person,98.69470596313477,,,,,,,,,0.00114,0.0001,0.00019,0.00011,0.00019,0.00015,0,None
99,हम दुखी थे लेकिन हमसे ज्यादा दुखी दो और लोग थे - 3 Idiots Comedy Scene - Aamir Khan,https://www.youtube.com/watch?v=TpQklluO2Y0,TpQklluO2Y0,http://img.youtube.com/vi/TpQklluO2Y0/hqdefault.jpg,Windsor_tie,29.014334082603455,bow_tie,8.560559898614883,suit,6.783778965473175,mask,6.238693371415138,person,96.57344818115234,person,98.91469478607178,person,99.8094379901886,tie,99.25488233566284,tie,94.71172094345093,0.00682,8e-05,0.00037,0.00014,0.00048,0.00019,0,None
100,"Dil Ibadat Kar Raha Hai Full Song (LYRICS) - K.K | Tum Mile | Pritam, Sayeed Quadri | Emraan Hashmi",https://www.youtube.com/watch?v=-2kl2re74Dk,-2kl2re74Dk,http://img.youtube.com/vi/-2kl2re74Dk/hqdefault.jpg,harmonica,29.78326380252838,microphone,23.6935555934906,stage,16.80738478899002,cellular_telephone,4.643963649868965,person,99.59591627120972,,,,,,,,,0.00106,0.00011,0.00021,0.0001,0.00019,0.00015,0,None
101,Coke Studio | Season 14 | Pasoori | Ali Sethi x Shae Gill,https://www.youtube.com/watch?v=15afJNJxwyc,15afJNJxwyc,http://img.youtube.com/vi/15afJNJxwyc/hqdefault.jpg,stage,45.78840136528015,oxygen_mask,12.231527268886566,electric_guitar,4.022761806845665,comic_book,3.1261414289474487,person,93.44392418861389,,,,,,,,,0.00103,0.0001,0.0002,0.0001,0.0002,0.00013,0,None
102,Best of Arijit Singh Songs | Top Arijit Singh heart touching songs | Enthusiastic Edit'z,https://www.youtube.com/watch?v=leFEflp6hSo,leFEflp6hSo,http://img.youtube.com/vi/leFEflp6hSo/hqdefault.jpg,web_site,25.686559081077576,book_jacket,10.84154099225998,comic_book,8.355540037155151,microphone,7.969548553228378,person,92.66554117202759,,,,,,,,,0.00069,0.00012,0.00018,0.00013,0.00018,0.00014,0,None
103,Kaathuvaakula Rendu Kaadhal - Rendu Kaadhal Video | Vijay Sethupathi | Anirudh,https://www.youtube.com/watch?v=xdP2otxxohQ,xdP2otxxohQ,http://img.youtube.com/vi/xdP2otxxohQ/hqdefault.jpg,web_site,40.19049406051636,comic_book,9.667101502418518,neck_brace,4.502317309379578,television,4.113351926207542,person,92.64060854911804,person,99.47640299797058,person,97.31287360191345,person,99.6951162815094,person,92.65218377113342,0.00146,0.0001,0.00025,0.00011,0.0002,0.00015,0,None
104,Best of Comedy Scenes | Movie Mere Baap Phele Aap | Paresh Rawal - Rajpal Yadav - Akshay Khanna,https://www.youtube.com/watch?v=4g4vr2Zi4Ec,4g4vr2Zi4Ec,http://img.youtube.com/vi/4g4vr2Zi4Ec/hqdefault.jpg,lab_coat,91.75952672958374,Windsor_tie,1.8332337960600853,hair_spray,0.9682525880634785,web_site,0.49356776289641857,person,99.8811423778534,person,99.95193481445312,bottle,87.28037476539612,bottle,85.76822280883789,person,98.11797142028809,0.00172,9e-05,0.00023,0.0001,0.00022,0.00016,0,None
105,OM | Trailer | Aditya Roy Kapur | Sanjana Sanghi | Jackie Shroff | Kapil Verma | Ahmed K | 1st July,https://www.youtube.com/watch?v=fYRiuY5_KXQ,fYRiuY5_KXQ,http://img.youtube.com/vi/fYRiuY5_KXQ/hqdefault.jpg,television,36.68681979179382,comic_book,19.467246532440186,jigsaw_puzzle,13.136331737041473,book_jacket,6.428278982639313,person,83.2769513130188,person,96.8997061252594,person,92.85625219345093,person,91.20731353759766,person,70.56469917297363,0.00089,0.0001,0.00019,0.0001,0.00018,0.00014,0,None
106,"24 Hit songs Of Ayushmann Khurrana - Nazm Nazm, Naina Da Kya Kasoor, Dil Ka Telephone.....",https://www.youtube.com/watch?v=hN4f9POjgEk,hN4f9POjgEk,http://img.youtube.com/vi/hN4f9POjgEk/hqdefault.jpg,web_site,78.68499159812927,book_jacket,7.521127164363861,comic_book,2.995486371219158,television,1.6675285995006561,person,99.87576007843018,,,,,,,,,0.00135,0.0001,0.0002,0.0001,0.0002,0.00015,0,None
107,Episode 202 - Taarak Mehta Ka Ooltah Chashmah | Rakshabandhan | Full Episode | तारक मेहता,https://www.youtube.com/watch?v=EtQDesx98fI,EtQDesx98fI,http://img.youtube.com/vi/EtQDesx98fI/hqdefault.jpg,bow_tie,20.051003992557526,suit,10.415466874837875,sax,9.900157898664474,Windsor_tie,7.010665535926819,person,98.95060062408447,person,99.42952394485474,vase,61.37530207633972,vase,60.42202115058899,,,0.00098,0.0001,0.00019,0.00012,0.00019,0.00014,0,None
108,BRAHMĀSTRA OFFICIAL TRAILER | Hindi | Amitabh | Ranbir | Alia | Ayan | In Cinemas 9th September,https://www.youtube.com/watch?v=AgS_6UbQ8JM,AgS_6UbQ8JM,http://img.youtube.com/vi/AgS_6UbQ8JM/hqdefault.jpg,television,32.68180787563324,theater_curtain,8.48798081278801,book_jacket,6.369869410991669,comic_book,6.048479303717613,person,93.38263869285583,,,,,,,,,0.00074,0.00011,0.00018,0.00012,0.00018,0.00014,0,None
109,Darshana - Official Video Song | Hridayam | Pranav | Darshana | Vineeth | Hesham | Merryland,https://www.youtube.com/watch?v=epAFDEJImrU,epAFDEJImrU,http://img.youtube.com/vi/epAFDEJImrU/hqdefault.jpg,web_site,88.7786328792572,monitor,1.0293071158230305,stage,0.9062213823199272,balance_beam,0.8306106552481651,person,99.38749670982361,person,98.84762763977051,,,,,,,0.00076,0.00011,0.00017,0.00012,0.00018,0.00014,0,None
110,पद्मिनी कोल्हापुरी और मिथुन चक्रवर्ती Songs 90's Hit SOngs Evergreen हिंदी गीत पुराने दर्द_भरे गाने,https://www.youtube.com/watch?v=gGDjnosqbp4,gGDjnosqbp4,http://img.youtube.com/vi/gGDjnosqbp4/hqdefault.jpg,television,57.504481077194214,web_site,34.06049907207489,screen,2.4841779842972755,monitor,0.8142895065248013,person,97.572261095047,person,95.77613472938538,,,,,,,0.00121,0.0001,0.00019,0.00014,0.00021,0.00015,0,None
111,Namo Namo - Lyrical | Kedarnath | Sushant Rajput | Sara Ali Khan | Amit Trivedi | Amitabh B,https://www.youtube.com/watch?v=dx4Teh-nv3A,dx4Teh-nv3A,http://img.youtube.com/vi/dx4Teh-nv3A/hqdefault.jpg,gasmask,19.134442508220673,web_site,14.621175825595856,comic_book,12.826046347618103,book_jacket,10.979866981506348,person,98.58382940292358,person,79.97686862945557,person,99.564528465271,,,,,0.00086,0.00011,0.00018,0.00011,0.00019,0.00014,0,None
112,Jetha हमेशा के लिए जा रहा है अपने गाँव वापस |Taarak Mehta Ka Ooltah Chashmah | Ep 3108| Full Episode,https://www.youtube.com/watch?v=5oatTVRO0RI,5oatTVRO0RI,http://img.youtube.com/vi/5oatTVRO0RI/hqdefault.jpg,web_site,16.900484263896942,comic_book,15.168406069278717,Band_Aid,10.86239293217659,microphone,4.0975965559482574,person,99.63096380233765,person,96.30001783370972,clock,69.20934915542603,,,,,0.00133,0.0001,0.00022,0.00013,0.0002,0.00015,0,None
113,Best Relaxing Lofi Songs That Really Makes You Relax And Also To Chill \Study\Refreshing\ Hindi Lofi,https://www.youtube.com/watch?v=j_Pw9EFeIME,j_Pw9EFeIME,http://img.youtube.com/vi/j_Pw9EFeIME/hqdefault.jpg,bookcase,43.25979948043823,library,42.856597900390625,bookshop,7.875610142946243,balance_beam,1.1606504209339619,person,99.78075623512268,cup,61.43229603767395,,,,,,,0.00094,0.0001,0.00017,0.00012,0.00017,0.00015,0,None
114,2022 New Blockbuster Hindi Dubbed Action Movie | New South Indian Movies Dubbed In Hindi 2022 Full,https://www.youtube.com/watch?v=jMl3hphx8GI,jMl3hphx8GI,http://img.youtube.com/vi/jMl3hphx8GI/hqdefault.jpg,television,25.290769338607788,lab_coat,14.754606783390045,web_site,10.524728894233704,neck_brace,6.68981596827507,person,99.90217685699463,,,,,,,,,0.0007,0.00012,0.00018,0.00013,0.00018,0.00014,0,None
